Batch ID,Interval,EX_bhb_e,EX_nh4_e,exp_growth_rate,EX_ac_e,EX_ala_L_e,EX_arg_L_e,EX_asn_L_e,EX_asp_L_e,EX_2hb_e,EX_cit_e,EX_cys_L_e,EX_etoh_e,EX_for_e,EX_fum_e,EX_glc_e,EX_glu_L_e,EX_gln_L_e,EX_gly_e,EX_his_L_e,EX_4hpro_e,EX_ile_L_e,,EX_lac_L_e,EX_leu_L_e,EX_lys_L_e,EX_mal_L_e,EX_met_L_e,EX_phe_L_e,EX_pro_L_e,EX_5oxpro_e,EX_pyr_e,EX_ser_L_e,EX_thr_L_e,EX_trp_L_e,EX_tyr_L_e,EX_val_L_e,SK_23camp_l
U4,P0 to P2,0.0,0.3008868832955233,0.03194602306128404,0.024238544961178513,0.15109427688468452,-0.008047535296193516,-0.2243148016150287,0.0321146931944605,0.007305879229035732,0.0,-0.012535882255347245,0.13220737484681924,0.09096423345510468,0.0,-0.006348005014976943,0.02730542011000479,-0.3920299083925202,0.030473005670850206,-0.006915260847652025,0.0009445073128056575,-0.007435346132138202,0.0,0.0,-0.014662830433810713,-0.015158377612369453,0.0,-0.008596070173205274,0.00525572640219003,0.10657378741964688,0.23303892714168453,0.06959521709152544,-0.11926365199153421,-0.013794136065783629,-0.0034543888998673105,-0.0076638100373729885,-0.01619650975308123,-0.014
U4,P12 to P14,5.913702821522208e-06,0.00015374157894985455,0.0018961221632617274,0.0012757078933284683,1.1684425339153367e-05,5.4735950755426384e-05,0.0,5.7763330807901514e-05,3.15539589307831e-05,-1.1364561394167227e-05,0.0,-8.52219369139421e-05,-0.00017425084699558378,-1.7535567458902875e-06,-0.006170651902726979,9.805637108981496e-05,1.800228492027338e-06,0.00010023319419514337,-8.22379535902493e-06,9.22511963831425e-05,-6.679541437784836e-05,2.177678337591739e-05,9.437165784014547e-05,-4.696061097783097e-05,3.9046985067039445e-05,-2.634464804824019e-07,6.099507973413435e-06,-1.0017862208434377e-05,6.207705381813954e-05,0.0002811249485833254,3.9138359750607434e-05,2.571786340561242e-05,4.1831318155170435e-05,-2.063453054433679e-05,-1.182252039313891e-06,-4.793651918136653e-05,-0.014
U4,P2 to P4,-2.144695910171906e-05,0.11852048146021113,0.036151474706364185,0.002678581913360506,0.07879832671229119,-0.019894047228411194,-0.11373362478996496,0.010003213285638976,0.0016861356443049781,0.006447791321418772,-0.0030492602936457794,0.0026314954709459994,0.02999548820430074,0.0,-0.2559471503768525,0.01141763367757427,-0.11024287327327988,0.017741227008902283,-0.007380106698806076,-0.0019637916365416682,-0.016727380848438327,0.0,0.0,-0.02670270002273623,-0.02689415580816159,0.0,-0.00744855370100647,-0.010887428013310194,-0.04180083744596508,0.012120090389457274,0.056643905732402494,-0.07116050560865239,-0.01963651566401722,-0.004453479817174351,-0.007387331201564138,-0.019285198287251233,-0.014
U4,P4 to P6,-1.6424179730176736e-05,-0.01651622950945702,0.012617780920061862,0.0029632730186670217,0.0047566925199901775,-0.0023204991284577984,-0.007725231503697981,-0.002066568758675621,0.0007957714502622153,0.0016232795960918983,-0.000198060043734297,-0.0006104642495967255,0.005626952323251255,9.493763646865495e-05,-0.0750844815159618,0.0007458215587664935,-0.0031527007310946597,0.00555413458606636,-0.0010868024082168848,-0.00018827176152215347,-0.003472807067787789,0.001244134653483214,0.0017149019941811762,-0.005081450857305685,-0.0030121580220059097,0.0,-0.0011029642239957095,-0.0016728928753391953,-0.0026262186243493166,0.002248829866034296,-0.013069595686814846,-0.008794930786801108,-0.0021870627540966775,-0.000734760930144691,-0.0012232987005762611,-0.003624092190340358,-0.014
U4,P6 to P8,2.7611606106591597e-05,0.001904965542892681,0.004391621551131743,0.0015088636231411076,-0.003953022131635135,-0.00037816264871304636,-0.0008867980105352404,-0.0005517358690715917,0.00014992360499371118,0.00033078023741664345,-3.1324730428661105e-05,-0.00024208769672756232,0.0008313825254896532,1.1599708621212756e-05,-0.019686203399207253,0.0004940807942286818,-9.782218750551652e-05,0.0010745233602501235,-0.00011678097797457839,5.111259245073597e-05,-0.000772497947193962,0.0008290292140646116,4.642597763800895e-05,-0.0013292254140004566,-0.0005300262740831147,0.0,-0.0001745044419752328,-0.00023882242607386412,-0.0003888787152074871,0.0005531356104725824,-0.0001935823246965735,-0.0012667573155781837,-0.0004200798511180537,-0.0001786067881470749,-0.00019488929190506412,-0.0007478497009425934,-0.014
U4,P8 to P12,-1.4049917446189852e-05,-0.002391946735654403,-0.005448551614042427,-0.007990426361019291,-0.00015120863586939236,-2.8591856128675915e-05,0.0,0.0011982621885041882,-0.0003779834346240091,8.183996038288953e-05,0.0,0.00031612599005546914,0.0004051857195260293,-9.026616651152654e-05,0.04642569430625231,-0.0005899495933438602,-3.9094470425040585e-05,-0.0015954888713076928,-7.147500205517789e-05,6.51948643248651e-05,0.0007944137169002075,-0.0011847766892410586,-0.0007119840877904537,0.0011657003547069058,-6.174605158246321e-05,-0.00038139283621097534,0.00010374323393083477,0.00010242480207632294,-0.00010764463675268964,-0.0022101726758182254,-0.0001491060366537661,-0.00010364433366723937,0.00014156294953846928,0.000415626847018695,2.841789782211971e-05,0.0005802595435586984,-0.014
U5,P0 to P2,0.0,0.3516369040036674,0.03465754637187661,0.022719600736499188,0.17333576597344125,-0.030886539471332013,-0.3489451706345687,0.009099965135496114,0.008119599123035295,0.0,-0.014273906750724496,0.5121019561194615,0.11350783922840844,0.0,-0.21736333218279508,0.00019313706848979992,-0.5836415464023057,0.043716173532240624,-0.02066351512783789,-0.022583546103840776,-0.04484902454297187,0.0,0.0,-0.06745179703613659,-0.026262226096162414,0.0,-0.016140318083012115,-0.016021969642308842,0.12223123508719043,0.29968477962327733,0.07062028329511272,-0.22646028575590174,-0.04504431807192002,-0.007719826406867247,-0.02686400685281038,-0.04393316222745438,-0.014
U5,P12 to P14,6.284736582313506e-06,7.697391565576593e-05,0.0018049216799819543,0.001354881587745091,2.9236996150454885e-05,4.41011215177011e-05,0.0,2.0306564805183006e-05,3.532456022522113e-05,3.39924548025756e-05,0.0,0.00010842779574973666,-3.7687343003820286e-05,1.1785474014590513e-05,-0.005586304968639576,9.257408280749426e-05,4.49160658281228e-06,0.000405104944589866,-6.173853050189432e-07,3.970844017031614e-05,-4.135807501900992e-05,9.868489988163105e-05,3.8309618032527514e-05,-3.02905103522616e-05,7.633104348205629e-05,9.95277050066999e-06,5.940718226971424e-06,1.0385526934900237e-06,0.00010256180909493293,0.00038865215089796184,4.8239533208604525e-05,1.9454334089934757e-05,8.422010003929754e-05,-1.4133686415517242e-05,-1.0418460001334344e-05,-2.302531453192512e-05,-0.014
U5,P2 to P4,-2.428028390080175e-05,0.11498287732942793,0.03634059690486983,0.003578860512775425,0.07687178696191678,-0.014299003433911701,-0.10186940000565814,0.016788906432678313,0.0010576670526508145,0.006920658838496069,-0.0037576371347923395,-0.05855336456512922,0.034018162964345386,0.0004547877838299381,-0.11247663979562869,0.017522532191786958,-0.09904536952237282,0.02056748934660014,-0.006456199386121253,-0.00019573269405406542,-0.008211195106903154,0.0006871061955383588,0.0,-0.014980562185883665,-0.024731159891368457,0.0,-0.006945919859463845,-0.007009218535892535,-0.03795901498767485,0.021310204848801875,0.04740226124711386,-0.05969891253764712,-0.016199903496921363,-0.0028165502375674207,-0.004046283114285133,-0.011451031956023077,-0.014
U5,P4 to P6,0.0001486915654763202,-0.021752308232644544,0.014699091773065814,0.002429498466898018,0.017395412201280294,-0.0031367781884312305,-0.011910956054025812,-0.001785420936170874,0.0012201113528085405,0.0018167182735255086,-0.00023873939013484977,0.001267584105198649,0.006185110418517691,7.166627655962748e-05,-0.09789021706312077,0.0003112758443505736,-0.006261650356829968,0.004328118813713506,-0.0008501532337604837,0.0001800896264031741,-0.004134093083772218,0.0010500681156092192,0.0022080171146691445,-0.00592071510088341,-0.0035872153011378216,0.0,-0.0011069659224465828,-0.0018957883221167775,-0.0028395346662619106,0.00185370076554657,-0.012327898169168704,-0.01133913595983232,-0.0021899677325585556,-0.0008439882741987983,-0.0014122865523289964,-0.004329868384880621,-0.014
U5,P6 to P8,-4.9604816447012904e-05,0.0040162394613842516,0.007192980153562901,0.002508689710250081,-0.008444188664749724,-0.0006935993307674496,-0.0012924762719983707,-0.0010409281366419241,0.0002745555396344172,0.0006536466106704106,-4.709194412671419e-05,-0.00012483213747832353,0.0014324022312238668,4.9297203163508775e-06,-0.031305224565665056,0.0008130776992672586,-4.203474532538336e-05,0.001983181338358147,-0.00024218280940478136,9.31741501915119e-05,-0.0012151837260420367,0.0011695098524838066,0.0001249675896777981,-0.0020374510942333364,-0.0010279950289138152,0.0,-0.000320516225757776,-0.0004038328707530343,-0.0010119002304760513,0.00112762457407937,-0.00046145402781902424,-0.00202003753396047,-0.0006750331014875838,-0.00033257788573363495,-0.0003869566864651505,-0.001197456676562465,-0.014
U5,P8 to P12,-1.150159520074155e-05,-0.0004143479987128745,-0.0013506574153353324,-0.0015527607592651649,-4.2597411816032926e-07,-8.235989427607308e-06,7.815939663823017e-06,0.00025922095703612315,-6.977816278778482e-05,-2.948166244852992e-05,0.0,0.00017918712002994283,8.577245661743664e-05,-2.3545978011537095e-05,0.011005452257915119,-1.270467563517293e-05,-6.339759977694399e-06,-0.0003335775389461913,-5.425008025648201e-06,-1.0848945476115438e-05,0.00022760899688068897,-0.00031332758046943247,-0.00014607670197058545,0.0003388785763721466,-1.6811232199033218e-06,-8.308051901466299e-05,2.8915494502318508e-05,3.132301836602355e-05,3.004279150539915e-06,-0.0004532585002882706,-3.0109989329709907e-05,5.0422106154376414e-06,6.317180968264917e-05,8.91029003592218e-05,1.2731632300288422e-05,0.00019453417513966065,-0.014
U6,P0 to P2,0.0,0.38017538378543825,0.03857293418595174,0.02836008817640244,0.19524484956441024,-0.030780819974108743,-0.29915594116877736,0.04108276499351739,0.006260216928082494,0.0,-0.01449114023250311,0.11988440317709696,0.11120562045846162,0.0,-0.3371429973143989,0.03387392541643705,-0.5134732354977651,0.04342520531219741,-0.003780995984638465,-0.002384512411748056,-0.03181417796903806,0.0,0.0,-0.052146709917646646,-0.03447061507812722,0.0,-0.018361978782874013,-0.007300056576798593,0.09726532839241382,0.2624878214513153,0.09374445974646424,-0.17397583295527944,-0.03386512497397341,-0.00431146359138551,0.0004931522988553761,-0.04537882571165454,-0.014
U6,P12 to P14,3.5060162667796103e-06,0.00011168756588073272,0.0014906305373095518,0.0012386658558889469,-7.030609247401339e-06,1.1238415417205558e-05,0.0,4.29653817634464e-05,3.062036506758805e-05,3.089817127784095e-05,0.0,0.0006283168478254744,-8.861584985366859e-05,-1.6496696249104393e-06,-0.005173005610366804,0.00023578347458961464,7.932863556824657e-06,5.9378200383702524e-05,1.020282734977148e-05,-1.7814653886343877e-05,-6.659715258348774e-05,0.00010352117249221366,2.3272237435434314e-05,-4.532955447357013e-05,2.9716677968722342e-05,3.621369616692293e-05,-1.1265723432082664e-05,2.204559146168068e-05,-4.6930706660813165e-05,0.0003808327286638278,-8.545210556974097e-06,2.784275365187325e-05,3.15769838301356e-05,-2.0256657984164083e-05,-3.011100517943962e-06,-4.384520601740853e-05,-0.014
U6,P2 to P4,-1.922815733877426e-05,0.1066132105769484,0.031590486533636726,0.003913316220925268,0.08116996883658754,-0.013836687596554036,-0.10230303557320783,0.008841129695467822,0.0018459253824037894,0.006075363818403375,-0.0029056638979853998,-0.0013453750740291814,0.02891549083015456,0.0005675860949347389,-0.3762773810187029,0.010556702277031394,-0.10241498372193421,0.015423680224442609,-0.006635054711785853,-0.0014845885478934379,-0.013253181170140937,0.0,0.0,-0.020193783987823486,-0.021841913679952987,0.0,-0.005715531496668026,-0.007910001902189321,-0.030631089288595946,0.01436036075897256,0.0414549094214078,-0.06419154418487225,-0.016166994236767752,-0.0032253595341485133,-0.007859239553264634,-0.015312921009289297,-0.014
U6,P4 to P6,-1.786284846463102e-05,-0.017591479600610707,0.014713581054016853,0.0035041566007658884,0.0014218470135182514,-0.0029665212206691108,-0.008173219206757178,-0.002322684197135955,0.0008734113503315005,0.001455660436951907,-0.00021540902536664277,0.007743802670520319,0.005587688650733236,9.109382343759945e-06,-0.06255134539609893,0.0007406275427612681,-0.002490991044820329,0.005525633560734185,-0.001165561235952728,-0.00042673924066137444,-0.003845588125224277,0.0013637471775538414,0.0017138375757077742,-0.005876471697785223,-0.003680387131493281,0.0,-0.001270800659438332,-0.0019703886544993198,-0.003751233015760677,0.002136267813738721,-0.013033845589102417,-0.009360329396000466,-0.0027774672382720657,-0.0010016121670420274,-0.0013993302751129264,-0.00408563813256594,-0.014
U6,P6 to P8,-1.934887317068266e-06,0.00186355064630836,0.003155581802251778,0.0011630119548307978,-0.002678904801161789,-0.0002778929494558746,-0.0006577711412233669,-0.000390063299306856,0.00012634385185516793,0.00023785845053342589,-2.333290751411874e-05,-0.0007436253802271378,0.0006957858276838326,3.7888558240204394e-06,-0.015004470464638677,0.00044316136750098203,-8.76597214630137e-05,0.00100277249787555,-9.057647036415074e-05,0.00014324640455568767,-0.0005474882262893395,0.0005775761661630038,5.6847511794681545e-05,-0.0009413510429601385,-0.0003859821352381018,0.0,-0.00014546526374484213,-0.0001768130884149053,-0.00025412016677960216,0.000457382215167211,-0.00015234604422251308,-0.00092064056870993,-0.00023256467727127492,-0.0001453154307059857,-0.00013784598242303316,-0.0005174810342640276,-0.014
U6,P8 to P12,-0.00010733156639337104,-0.0016560353601856026,-0.009144529538809218,-0.013255928991886207,-0.0005107789665854287,-0.0002867872606969211,0.0,0.0021289657482623414,-0.0006624778876232858,-0.00010538046117453181,0.0,0.002073426026170896,0.0008070734209994377,-0.0002277040585202453,0.08109807736568504,-0.001857370668072445,-7.663028728214554e-05,-0.0033352005439537752,-4.685546998293662e-05,-0.0001612417552058385,0.0014720187405522518,-0.0020089242046373774,-0.0017006911811989864,0.0021432937495882384,-0.0003125763729119829,-0.0007087496914404214,3.598805974116894e-05,0.0001371600074427665,-0.0006413599444580647,-0.0035532406537244336,-0.0002701552261622969,-0.0003215190195447624,0.0005190083054163765,0.0005942833660863584,-7.315283480556824e-06,0.001092390679028202,-0.014
U7,P0 to P2,0.0,0.3605292089225513,0.036350210065094826,0.0307888336100405,0.18606556219505732,-0.024406424402949628,-0.3303914246561761,0.025491152745001747,0.012432083766646389,0.0,-0.011647922275842345,0.2847223490512506,0.11223706380764184,0.0,0.10747983430871214,0.01132238866415937,-0.5310720586611338,0.03659994892674116,-0.013574637118874867,-0.002899117459000051,-0.009547027748484163,0.0,0.0,-0.019552795899787655,-0.032587470130401364,0.0,-0.01731504499729632,-0.0002821435918036555,0.0883442527981786,0.257305655645398,0.09654533023500746,-0.20176163146743872,-0.030486259431384295,-0.005028621627546916,-0.0025260731268497445,-0.016267689419467688,-0.014
U7,P12 to P14,4.347969210169054e-06,6.333863569354253e-05,0.0019140439132189593,0.0013967953430308031,-4.539011930505725e-06,3.3937796238685687e-05,0.0,3.663393477660955e-05,-6.122034275604496e-06,4.542683883577236e-05,0.0,-8.793563817009483e-05,-0.0001011510892490122,-5.904189764228005e-06,-0.006646235828906205,8.74908849282804e-06,1.0046871103793377e-06,0.0002012413221289211,4.082502761988064e-06,-3.422743897469587e-05,-7.45075997158429e-05,5.498869271074147e-05,7.393352349052488e-05,-6.4365865954232e-05,3.417946573602811e-05,3.5053936795194285e-05,1.1180606756908193e-05,5.15007109469165e-06,-2.0786357867373854e-05,0.00046736922901054716,3.6682500650826655e-05,2.120582534873411e-05,0.0001288074038487507,-1.3081491882938607e-05,1.2476712887889878e-05,-6.679378284237863e-05,-0.014
U7,P2 to P4,-2.1079406493416495e-05,0.11755625187359864,0.03514420417641855,0.003055397526756584,0.08201722399841242,-0.017452738794242122,-0.10363169827202857,0.012149334991906019,0.0019424514456200582,0.005923806010571238,-0.0034953570727994476,0.004176337306833726,0.029408186387329057,0.0,-0.35295531379388023,0.014727543339767233,-0.10420270689672503,0.016899370893029873,-0.00725662177874914,-0.002230895565655242,-0.016224989009601926,0.0011880134487140467,0.0,-0.02616191059863552,-0.024021505144922125,0.0,-0.006659571658938681,-0.010984925434917506,-0.03350167649973387,0.012320045028958991,0.04751100910062077,-0.06346384899406804,-0.01751665963159712,-0.0039735783053993804,-0.009643840599228029,-0.01934245282223973,-0.014
U7,P4 to P6,0.00012928715806391413,-0.01598301355002044,0.013577413497102097,0.0030511519994222674,0.0016446172855654583,-0.0025367042626129265,-0.007628209657048746,-0.0023948318026903786,0.0007489846227597387,0.0015224164109363962,-0.0001940047446110094,-0.0038873143464095306,0.00535521209400591,0.0,-0.07767386316900747,0.0002951661453229737,-0.002540443073970661,0.005032823144269247,-0.0009234196601151748,-8.892564526287368e-05,-0.0035747475750669976,0.0010962936412843122,0.0017055598658048008,-0.005233858213436725,-0.003432728239429698,0.0,-0.0011357312117243367,-0.0014440711091647444,-0.002799605119243577,0.002408419509017646,-0.011960638344015881,-0.008353142383880364,-0.0022931342510166945,-0.0008304968853082656,-0.001067521470409379,-0.003543860273148466,-0.014
U7,P6 to P8,-4.1116444429858276e-05,0.0029062996838442015,0.005471437305050242,0.0017466497193623456,-0.004105505101277965,-0.00041084105774053165,-0.0010413819881197818,-0.0006983108015354995,0.0002393277825920405,0.00032327333701096493,-3.694114239246197e-05,0.000813542868583724,0.0011407531863096548,3.8846469043755354e-05,-0.025214854336319262,0.000618116009541268,-0.00013317977011812593,0.0015833328865956801,-0.00016645743320049103,8.107863810120089e-05,-0.0008965314480675084,0.0010078599674378972,8.279175792844813e-05,-0.0015796954573265344,-0.000538688148479626,0.0,-0.0001822934909288201,-0.00032370930544728393,-0.0005025686618325282,0.0006237490138530852,-0.0002638295891149703,-0.001551288645198004,-0.0004580066372695869,-0.00021917680484706033,-0.00023115155409429404,-0.0009284325278055987,-0.014
U7,P8 to P12,-7.413520876703336e-05,-0.0017274571409168378,-0.007275411608379042,-0.010902102232232033,-0.00038698577196827935,-0.00012568023085530628,0.0,0.0014754185029023782,-0.00047628610050006446,-3.3826160122460915e-05,0.0,0.0023183003395168917,0.0006294531630342147,-0.0001634904083000471,0.04452443196384087,-0.0015105638428054113,-7.023029457503778e-05,-0.002501934040953587,-7.284305530929783e-05,-0.00020084498503426907,0.0011145570340733877,-0.0017013099778763847,-0.0011381670688870485,0.0014843550202011144,-0.0001468918103064242,-0.00044205346583788197,0.00015134868186271165,6.589352559128794e-05,-7.70685177491405e-05,-0.002927971867061276,-0.00012610549431770135,-0.0004307331859774981,0.00011586042900125907,0.000496266186972065,4.361068031955814e-05,0.0007230873311662693,-0.014
U8,P0 to P2,0.0,0.399122614613019,0.03509821565744508,0.029270360208871308,0.13926474163023803,-0.023136489328459575,-0.26420144833337755,0.035813586710084444,0.013425693735264777,0.0,-0.014671959599338601,1.1828575854563472,0.10708669444893995,0.0,0.06570689304343287,0.0253120758752117,-0.5754418508609985,0.039259147126180935,-0.01096483965462315,-0.018160971168172894,-0.02328071437452094,0.0,0.0,-0.03709753593000942,-0.04326888491747294,0.0,-0.022439665811982954,0.007371207903824544,-0.05053957793845154,0.3572159775224065,0.042554483199039296,-0.14932944125039674,-0.050599097873365424,-0.008623274415572209,-0.002519852878243329,-0.024268725584753806,-0.014
U8,P12 to P14,-1.2682788053843147e-05,-0.0015788443773908684,-0.016512517654935988,-0.016235576357403976,-0.00022580662580242824,-0.00034750962811470085,0.0,-0.00026299817317102685,-0.00021280785659552164,-0.00029001623048812455,0.0,0.0005369686828343341,0.0005498604437255127,-3.435011034868362e-05,0.041257624117145966,-0.0013539230755657127,-0.0001099050167251946,-0.002534744595875244,-0.00013588269898571277,-0.0005612851861443767,0.00043282573645729165,-0.0012562932753717863,-0.0004720009793451227,0.0006035786025396203,-0.00020285547559868313,-0.0010402751203232555,2.702676229881158e-05,-0.00010383367893947463,5.852554451808767e-05,-0.005370997161253941,0.0003758097533120391,-0.000400763067341858,-0.001073971428435521,0.00022195663250426412,-3.875142390513942e-05,0.00024394954773385247,-0.014
U8,P2 to P4,-3.173936646061913e-05,0.1617185301486236,0.03665450181291928,0.0055851798946568105,0.0760351986185877,-0.013368782577393906,-0.129040015263158,0.01492798051493684,0.001066991153611735,0.006038933478500093,-0.004321357106928233,-0.1361202127119361,0.033571391786096444,0.0,-0.41267887476056103,0.011568734591451794,-0.12923919459478425,0.018520386903991853,-0.006734663778374944,-0.003489534265247004,-0.014904750187934138,0.0,0.0,-0.021204466529005275,-0.021027837784348836,0.0,-0.005328810662586464,-0.011118416326142676,-0.013078474123547,0.018425468639264166,0.05421113134048799,-0.07453672350708371,-0.019123413474097888,-0.0024537824763948717,-0.008030222002019648,-0.01899033852202918,-0.014
U8,P4 to P6,0.0002449632056026704,-0.02843003571969145,0.020921091667455156,0.0028008890381690963,0.04047819921570471,-0.005641836470483858,-0.0240579865194044,-0.0013738907685492067,0.0016861002806755135,0.0023166469138710985,-0.0005657022174192339,-0.0026091159822962105,0.010965237538329578,0.00010319440652746073,-0.14060069862993196,0.0010495937477738371,-0.014296243351508291,0.008304302568659017,-0.0020946150247573157,0.0002476654180210492,-0.006620400905271847,0.0012881236347699289,0.0035860107224340455,-0.009983926733917306,-0.006900680309334234,0.0,-0.002180714700610726,-0.0032091620079303758,-0.005631709363365376,0.003534630957848116,-0.015368465520704738,-0.020873554622285382,-0.00404118218119751,-0.001329587352167539,-0.0024811134489518554,-0.006902773986693927,-0.014
U8,P6 to P8,-5.042431517942466e-05,0.003981633160283041,0.007367623359865697,0.0023200239995870594,-0.00949496653627416,-0.0006489148703201312,-0.0012645240627028006,-0.000925819674830762,0.0002920519559667287,0.0005434142479725762,-4.608710644208564e-05,0.0010632041878269344,0.0019320305504683252,2.771211002964434e-05,-0.025227749637542467,0.0007368386032536706,-2.913905055976814e-05,0.00188332895055507,-0.00012559069295345153,0.00022416666409944932,-0.0009813564165587433,0.0010887414532842166,3.214777109365355e-05,-0.0017807383697577882,-0.0009482646557522087,0.0,-0.0003084186440391372,-0.00033886836472605327,-0.0007505024624247,0.0011225849670357293,-0.0007593091516181041,-0.002108148900978185,-0.00046613410174307685,-0.00031943944858349736,-0.0003083168324538282,-0.0010028933303272084,-0.014
U8,P8 to P12,-5.2812566738084036e-05,-0.0018409756690098975,-0.005893943651412606,-0.00698799519316337,-6.62353917123665e-05,2.511771572770464e-05,4.1477465779746345e-05,0.0013990740591864066,-0.00035057757239989287,9.084903620059073e-05,0.0,0.0016135616169825884,0.0002954493577217629,-6.355928255597126e-05,0.047305393962677134,-0.00033738717331360514,0.0,-0.001543974952538672,6.250047849640041e-05,3.102852677489437e-05,0.000885490150098255,-0.001221729080478069,-0.0007900542253069505,0.0013956475035850834,-8.528084461036426e-05,0.0,0.00012980910710094857,0.00019366977047222258,-0.00020695058949617924,-0.0018550207721026296,-0.0002285402293326219,7.027864062894713e-05,0.00034076694541113197,0.0004599908608514611,0.00011986388804326805,0.0006896335040006706,-0.014
