Label,0,1,2,3,5
CS1_split50_1-1,0.467248828,0.090384075,0.016696117,0.003511745,0.422159235
CS1_split50_2-1,0.467442524,0.090216225,0.017001148,0.002807221,0.422532883
CS1_split50_3-1,0.47100947,0.088225482,0.016797848,0.003103019,0.420864181
CS1_split100_1-1,0.471322977,0.09071608,0.016977451,0.00359561,0.417387882
CS1_split100_2-1,0.473321856,0.091965536,0.016963815,0.003862476,0.413886317
CS1_split100_3-1,0.471614651,0.091394358,0.017873141,0.004112459,0.415005392
CS1_split100_4-1,0.474391052,0.09098347,0.01781574,0.003790581,0.413019157
CS2_split50_1-1,0.452540432,0.087045551,0.016005908,0.002378516,0.442029592
CS2_split50_2-1,0.45274429,0.086619825,0.016164652,0.004510762,0.43996047
CS2_split100_1-1,0.451622803,0.086803034,0.017690774,0.004442524,0.439440864
CS2_split100_2-1,0.454291433,0.090865144,0.016243605,0.003146965,0.435452853
CS3_split50_1-1,0.464984723,0.090074973,0.01627355,0.004347131,0.424319623
CS3_split50_2-1,0.467685145,0.088211926,0.016974792,0.004856693,0.422271444
CS3_split100_1-1,0.467298972,0.089623085,0.017734047,0.004983671,0.420360225
CS3_split100_2-1,0.470250508,0.089438219,0.016588247,0.00367615,0.420046876
CS4_split50_1-1,0.472243137,0.086989631,0.015951509,0.001818099,0.422997624
CS4_split50_2-1,0.472099702,0.088058748,0.015976124,0.002203507,0.421661919
CS4_split100_1-1,0.469445122,0.08848895,0.016579719,0.004529808,0.420956401
CS4_split100_2-1,0.470648771,0.089922052,0.017181766,0.004039718,0.418207692
CS5_split50_1-1,0.49300222,0.09222544,0.016733778,0.0010822,0.396956362
CS5_split50_2-1,0.492485725,0.089960903,0.016909817,0.003134274,0.397509281
CS5_split100_1-1,0.49857268,0.090660209,0.018568535,0.003766433,0.388432142
CS5_split100_2-1,0.493787444,0.091942948,0.01807013,0.005044004,0.391155474
CS6_split50_1-1,0.49044443,0.091164321,0.016622425,0.003798037,0.397970788
CS6_split50_2-1,0.491737245,0.091493186,0.016375071,0.00154594,0.398848559
CS6_split100_1-1,0.493121986,0.094853252,0.016183418,0.003337491,0.392503853
CS6_split100_2-1,0.493664651,0.090945609,0.016872671,0.00382779,0.39468928
CS7_split50_1-1,0.498425868,0.092672867,0.016593156,0.00138729,0.390920818
CS7_split50_2-1,0.499306032,0.091553029,0.016652238,0.00109277,0.391395931
CS7_split100_1-1,0.50057017,0.093793022,0.017149168,0.002324575,0.386163065
CS7_split100_2-1,0.501871275,0.091582535,0.017040552,0.002454778,0.38705086
CS8_split50_1-1,0.494671307,0.090181335,0.016768517,0.002375484,0.396003356
CS8_split50_2-1,0.497142314,0.089834664,0.016343511,0.002000098,0.394679413
CS8_split100_1-1,0.498807337,0.091555633,0.016721882,0.003585653,0.389329496
CS8_split100_2-1,0.495896063,0.09107347,0.017385973,0.004485293,0.391159201