gene,entrez_gene_id
Polr2e,100754513
Supt6h,100761229
Rpl23a|Trpv3,100761992
LOC100757378|LOC100757773,100757378
Kmt2d,100765465
Smg1,100752584
Mrps18b,100765352
Bysl,100765734
Nsmce4a,100774921
Mrpl14,100755662
Utp6,100761515
Snw1,100759596
Noc3l,100689254
LOC100766805,100766805
Wdr24,100772059
Mau2,100763469
Elp4,100766660
LOC100767596,100767596
Kdm8,100762777
Pcna,100689335
LOC100770213,100770213
Rps13,100689293
Nfya,100755500
Fam210a,100758002
Fzr1,100762149
Mrpl18,100760587
Rars1,100767723
Slc25a32,100689360
Drap1,100765946
Sde2,100752836
Pex6,100773621
Pnpt1,100766803
Sf3b3,100752512
Timm50,100773512
Ciao3,100772638
Hexim1,100760203
Mrpl13,100763748
Ddx10,100752733
Clns1a,100768284
Ncaph,100751228
Prpf4,100753511
Nol10,100762799
Scfd1,100763574
Isca2,100771623
LOC103164217|LOC113836537,113836537
Brd4,100771403
Wdr12,100765493
Nampt,100767492
Flii,100756205
Hjurp,100755715
Gtf2h4,103160241
Dcaf1,100768333
Chd4,100754178
Ptcd1,100752650
Gtf3c4,100773467
Mccc1|Cbx3,100689443
Polr1e,100751282
Elp3,100771722
Dbf4,100689339
Plrg1,100773980
Gemin8,100765564
Rps17,100689053
LOC100763541,100763541
Rps6__2,
Pkd1,100768622
Pgs1,100689449
Taf1c,100774138
Yju2,100755173
LOC100761791,100761791
Wdr75,100759292
Mlh1,100769879
Ccdc22,100757706
LOC113837369|LOC113837639,113837639
Hmgcr,100756363
Nop9,100769858
Vps52,100753256
Anapc2,100774636
Trappc5,100769309
Rps16,100773230
Rnmt,100757713
Vmp1,100756933
Ncapd2,100753087
Bms1,100770546
Nae1,103163014
Rint1,100763529
Pdss1,100772754
Nup107,100769827
Umps,100756786
Mcm10,100773567
Rps19bp1,100770022
Sec16a,100760133
Nkapd1,100774078
Aatf,100758164
Med6,100762349
Rad51,100689324
Szrd1,100774832
Tubg1,100759432
Rbm8a,100754959
Tsen54,100755913
Pex12,100751101
Mrps23,100761716
Psmb3,100756232
Med26,100755356
Kdsr,100774578
Naa20,100771745
Zc3h3,100756959
Tada2a,100767795
Dnajc17,100752047
Mrpl22,100766885
Wdr77,100774828
Wdr44,100764342
Naa50,100773295
Atp5f1b,100763024
Anln,100768074
Ctps1,100689101
Banf1,100765074
Slc11a2,100764508
Naa35,100772100
Pdss2,100768592
Tfip11,100774688
Polr2m,100771441
Ndufaf6,103162917
Tubgcp6,100753745
Mbtps2,100689085
Dennd4c,100754289
Hnrnpk,100762670
Cdc20,100767761
Eif3g,100763004
Naa25,100762204
Mipep,100762716
Utp25,100765405
Dnm1l,100750819
Rpp30,100764835
Rpn1,100762811
Cdc6,100689243
Anapc1,100770891
LOC100760824,100760824
Lias,100757956
Mthfd2,100770086
Magoh,100766467
Adat2,100759031
Prpsap1,100761764
Dctn4,100767865
Orc5,100689042
Abcf1,100765933
Tsr2,100756047
Imp4,100773345
Stip1,100689413
Mrpl47,100757628
Sec63,100775020
Slc25a1,100751442
Ears2,100765390
Rpl6,100761632
Rpf2,100770065
Sf3b4,100759502
Hus1,100754140
Dpy30,100763394
Gtf3c5,100770779
Nol12,100752251
Nob1,100761193
Pold3,100756090
Mrpl15,100755003
Gne,100689450
LOC100754792__2,
LOC100762189,100762189
Fam71f2,100750641
Nufip1,100768910
Rbm28,100774448
Mpv17,100766363
Abt1,100771876
Zeb2,100752455
Rpl24,100757231
Cebpz,100756756
Pdrg1,100754797
Med18,100770895
Prmt7,100759617
Mcm7,100770006
Nudcd3,100763685
Dlat,100773493
Cog1,100752570
Hspa8,100689472
Ints8,100757889
Pno1,100750394
Prpf38a,100755230
Eif3h,100751998
Tomm40,100752231
Rps6kb1,100757513
Ccnk,100769288
Rpl5,100770250
Ppil1,100753635
Lrr1,100752788
Gins4,100752225
Eif1ad,100765365
Lsm8,100756548
Dnajc2,100757311
LOC100773492,100773492
Psma1,100773907
Dbndd2__2,
Tmem41b,100768380
Mterf4,100771571
Smc3,100759387
Taf1,100751131
Usp7,100769056
Rrp1,100768977
Ddx27,100758755
Mrpl54,100763792
Tfb1m,100750446
LOC100770670,100770670
Ddost,100755259
Ago2,100760040
Nsun5,100761733
Wdr74,100754753
Lig3,100765011
Sod1,100765091
Kdm1a,100770721
Rps9,100767024
Usp5,100757368
Trappc11,100752972
Cstf3,100772127
Ppp1r15b,100766520
Rpl30,103162454
Trnt1,100762416
Mrpl16,100756893
Tomm20,100761619
Tex10,100775062
Smarcd1,100773634
Stk11,100765813
Znf236,100764693
Imp3,100760961
Cdc42,100765433
Dhx16,100756749
Odr4,100751804
Smc5,100758700
Diaph1,100752938
Vps28,100761380
Rnaseh2a,100762806
Fdx2,100761259
Skp1,100757677
LOC100765403,100765403
LOC100773172,100773172
Bud13,100773647
Ankle2,100750769
Cfl1,100760435
Ndufa11,100772543
Pars2,100751506
Haus5,100751456
Terf1,100689470
Cul5,100770463
Cherp,100755648
Atp1a1,100771378
Atp6v1c1,100773930
Ccdc57,100771842
Ints9,100752291
Osgep,100754538
Mrps6,100770304
Ncapd3,100752080
Mettl3,100774316
Aip,100759077
Ccs,100757246
Cog2,100767234
Flvcr1,100766724
Prpf19,100751402
Exosc5,100773940
Rpl13,100689376
Bptf,100772838
Vps54,100768421
Ddx21,100771185
Pex13,100689378
Ppp1r12a,100754718
Rab7a,100763105
Eipr1,100764491
Npm3,100751292
LOC100759692,100759692
Tti2,100760553
Lin52,100755280
Snapc2,100759063
Rpl11,100751864
Ndufb11,100689361
Cnbp,100689247
Vps35,100767603
Slc35b1,100756934
Topbp1,100761910
Rpa2,100764034
Palb2,100773675
Hspa13,100766580
Senp1,100754744
Mrpl51,100752785
Med17,100752831
Arid1a,100771997
LOC100774417,100774417
Ddx24,100764379
Vps54__2,
Chmp4b,100759419
Eif2b2,100759048
Ndufaf5,100770742
Orc3,100768718
Dars1,100767438
Mrpl17,100758899
Aamp,100775009
Znf638,100769635
Cpsf6,100773290
Acbd4,100759909
Gfm1,100757634
Msh5,100761092
Dnttip2,100774727
Cactin,100771890
Igbp1,100768558
Nasp,100761335
Rps20,100755991
Phax,100756807
Cog7,100754278
Atp6v0c,100772184
Ppp2cb,100757400
Psmd7,100761962
Ndufs1,100754223
Gtf3c2,100766655
Prelid1,100764743
Blm,100762862
Nsl1,100765846
Son,100769440
Ppp1cb,100761524
Bag6,100763893
Rpa3,100760299
Rtel1,100762036
Commd4,100762408
Ipo7,100752357
Mcm5,100756580
Lamtor3,100751917
Rce1,100758680
Mis18a,100766257
Nme6,100763307
Ess2,100751728
Immt,100762629
Srp19,100753807
Mrpl58,100757939
Rbm17,100764203
Pop7,100753663
Smg6,100767685
Mvk,100751653
LOC100770826,100770826
Ipo9,100756041
LOC100760422,100760422
Eif2s2|Ankrd55,100750388
Top2a,100689304
Cdk2,100689039
Marchf6,100759599
Letm1,100764264
Rpap1,100762111
LOC100766809,100766809
Pusl1,100769138
LOC100773835|LOC100773545,100773835
Eif5,100756911
Gtf2e2,100754209
Rangap1,100761972
Vps13d,100755898
Exoc5,100769231
Pfkfb3,100762756
Lin9,100774401
Eif4g1,100770567
Rab6a,100761500
Pfdn5,100768547
Mcrs1,100761535
Park7,100759195
Atp1b3,100765669
Dgcr8,118239887
Ltn1,100760736
Dkc1,100755395
Stx12,100773207
Btg1,100755272
Cenpe,100771167
Uri1,100753065
Mtrf1l,100770110
Sdha,100750732
Pus1,100769856
Rnf40,100750431
Rpap2,100763199
Mrpl41,100753662
Eif4g2,100758677
Elf2,100762906
Poc1a,100765128
Ctc1,100752986
Cul1,100757763
Traip,100759129
Thoc1,100770844
Farsb,100760139
Glrx3,100754656
Mfn2,100763273
Mtrex,100768244
Mpi,100764596
Med16,100763586
Pgp,100770052
Ube2k,100764110
Nat10,100773484
Aasdhppt,100754811
Mrps18c,100769266
Tmed2,100689307
Dnajc11,100760814
Gnl3,100762471
Lbr,100770668
Rnf20,100754600
Paics,100758991
LOC100760000|LOC103163371,100760000
Alyref,100756310
Tfdp1,100774706
Psmb5,100769586
Wdr59,100771324
LOC100771675|LOC100764952,100764952
Rps18,100752957
Mrps12,100760106
Pex19,100689302
Xrn2,100770311
Lyrm2,100772894
Pirt,100767819
Ccdc93,100760176
Bcas2,100758667
Fnta,100752295
Snrpa1,100771086
Taf1d,100753646
Mtif2,100765344
Washc3,100771573
Sf3b6,100760669
LOC100754077,100754077
Sbno1,100774701
LOC100771319,100771319
Nr2c2|Mrps25,100766644
Nmd3,100759050
Qki,100750964
Zbtb7a,100773908
Zbtb2,100767625
Snrnp40,100761430
Rft1,100774638
Elob,100772696
LOC100767106,100767106
Gins3,100760912
Eif3e,100771190
Anp32b,100767552
Idi1,100752366
Noa1,100756189
Ciapin1,100760880
Wbp11,100754779
Efl1,100763625
Atp6v1e1,100755187
Tmem126b,100760417
Tsg101,100752541
Tars1,100773026
Grb2,100769627
Strada,100774473
Fam20c,100771796
Atp6v0d1,100762360
Ppp1r8,100772916
Pan2,100765354
Cenpk,100760714
Dhps,100755665
Nfu1,100772473
Jagn1,100756602
Nup54,100770480
Srsf3,100753039
Cdk4,100760122
Pdcd11,100753073
Eif2b3,100753584
Gtf2a1,100750765
Smarcb1,100769126
Dnm2,100771373
Donson,100769724
Tdp2,100764160
Mtx3,100762251
LOC100760484,100760484
Pam16,107977060
Prkar1a,100773792
Fancm,100768967
Naa15,100763666
Cenpi,100771572
Rps3a,100762337
Xrn1,100760243
Pdha1,100774853
Rela,100763542
Mnt,100766817
LOC100753866,100753866
Snrpd1,100764953
Map3k14,100766459
Supt7l,100757081
Bzw2,100759248
Cenpp,100758284
Sgo1,100771769
Dcps,100761162
Pnkp,100767996
Rpl9,100758533
Med10,100759421
CUNH1orf131,100765311
Rad21,100750544
Lsm11,100763675
Kansl3,100770226
Cd2ap,100770360
Plk1,100760676
LOC100763175,100763175
Tlk2,100771294
Atp2a2,100751820
Srp72,100760440
Katnb1,100763993
Ice1,100758843
Setdb1,100765697
Utp4,100757324
Hacd2,100765668
Commd5,100753405
Dhfr,100689028
Heatr3,100756422
Fignl1,100758940
LOC100762735,100762735
Smg7,100760981
Eny2,100768337
Nars2,100771333
Rpia,100765051
LOC100769662,100769662
Tjap1,100754717
Med4,100761008
Tm9sf2,100766991
LOC100756085,100756085
Nfyc,100753923
Brf2,100769943
Kat2a,100774478
Mrpl52,100764474
Gps2,100766072
Zbtb17,100754046
Chordc1,100768748
Aacs,100750893
Trmt6,100772979
Pc,100758970
Cep57,100762024
Psmb2,100767174
Taf12,100769367
Pgd,100765199
Trmt10c,100756944
Gpkow,100759434
Exosc3,100753640
Cdk1,100766716
Nubp1,100767724
Utp18,100761065
Tada3|Ogg1,100755727
Skiv2l,100768851
Rnaseh1,100689390
Tmem69,100774937
Slc38a2,100689188
Chek1,100751099
Mrpl4,100762122
LOC100755487,100755487
Men1,100757636
Rfc3,100768752
LOC100767706,100767706
Anxa6,100759027
Uxs1,100763471
Ttc4,100751794
Znhit3,100760096
Rbm19,100750733
Dcaf13,100751757
Taf8,100766320
Ino80,100762469
Polr2f,100754156
Amt,100763091
Dtl,100750427
Tti1,100758713
Slc7a6os,100760110
Dnajb12,100759717
Ddx6,100759836
Mecr,100767445
Pcf11,100753347
Smim1,100773764
Nrf1,100755053
Stx18,100772503
Gtf2f2,100768332
Gmps,100756126
Lmnb1,103161362
LOC103162633,103162633
Ep400,100770341
Ranbp3,100771967
Mrpl39,100758085
Ppia,100769490
Ythdf2,100763174
Scaf4,100765380
Mis18bp1,100768675
Yipf4,100765339
Ndufa6,100750797
Cert1,100689038
Tmc8,100774079
Trim37,100754889
Ndufaf1,100762410
Scnm1,100769370
Gnl3l,100755751
Tbc1d20,100759085
LOC100759534|LOC100773524|LOC100763630|LOC113832459,100773524
Map3k3,100753508
Nup42,100763799
Copz1,100769319
Tpx2,100689332
Ddrgk1,100689201
Erh,100758434
Dmxl1,100773136
Mtss2,100758555
Zc3h10,100752630
Paip1,100764567
Elp5,100761708
LOC113837005|LOC100767993,113837005
Mtmr9,100754953
Vars1,100769994
Rpp40,100760840
Rbm42,100751164
Folr1|Numa1,100762458
Vps11,100758112
Ttll12,100769125
Sin3b,100757579
Nfkb2,100774604
Pabpn1,100771019
Epn2,100774824
Ncapg,100767775
Eif3k,100766600
Tpt1,100770904
Sephs2,100770125
Top1,100689046
Serhl2|Rrp7a,100773822
Plekhn1,100772995
Ccne1,100753358
Slc26a6,100760402
Grpel1,100768386
Birc5,118237651
Irf5,100753482
Usp16,100769154
Ccnb1,100770842
Oser1,100771514
Zmat2,100755600
Zc3h4,100767693
Tmx1,100760960
Nr2c2ap,100756914
Syvn1,100765313
Dnajc6,100756272
Dync1li1,100768032
Abce1,100773014
Cenpn,100765070
Prpf8,107976990
Vps16,100770326
Atr,100766256
Eaf1,100754458
Rab10,100757662
Trit1,100773722
Sik2,100754772
Zc3h13,100753716
Cmas,100773134
LOC100771066,100771066
Taf6,100775090
Ssb,100689103
Ankrd13d,100762256
LOC100754771,100754771
Adss2,100767083
Lrrc75a,100761414
Srfbp1,100773240
Rbbp5,100754011
Slu7,100765338
Snrpb,100751537
LOC100773089|LOC118237656,118237656
Znf335,100770994
Actr10,100759261
Ap5z1,100760656
Hdgf,100761454
Hsd17b4,103161104
Senp6,100765457
Spop,100756346
Brix1,100757120
Ndufb8,100752642
Gramd4,100763433
Nol8,100757996
LOC100759549,100759549
Polr3a__2,
Gtpbp4,100753267
Psmc6,100762558
Rab1a,100752891
Usp37,100772571
Pmvk,100759992
Kctd10,100752520
Gmeb1,100769076
Rfc5,100753174
Bap1,100765297
Orc6,100766154
Ankrd17,100768373
Sec23b,100765486
Fstl3,103160351
CUNH9orf40,100764740
LOC100751452,100751452
Ccdc115,100773635
Rpl23,100756818
LOC118237656,118237656
Ndufb7,100754222
Wars1,100767856
Saraf,100758545
Polr2g,100754072
Dnajc13,100763365
Cenph,100771123
Slc9b2,100765773
Kdm2a,100763039
Emc7,100773137
Pigq,100769477
Ctnnbl1,100764320
Rfc4,100763988
Gbgt1,100771256
Mterf3,100761498
Shq1,100753163
Vezt,100758457
Rab1b,100763898
Ythdc1,100764889
Eif3l,100753359
Morc4,100762949
Slc3a2,100689315
Cept1,100773070
Ecd,100761389
Taf4,100769929
LOC103161710,103161710
Rps6ka5,100753249
Zwint,100771183
Sec14l1,100770988
Prelid3b,100689354
E2f3,100754647
Shroom4,100755869
LOC113833389,113833389
Dnaaf2,100753981
Washc4,100772083
Spc25,100761897
Tada2b,100768678
Taf1a,100773180
Nup58,100763296
Cops4,100755032
Idh3g,100751753
Tspan31,100759828
Cables2,100765141
Hnrnpf,100771400
Myo1g,100766313
LOC103158723,103158723
Rbm22,100767581
Arid4b,100752333
Wdr92,100774000
Ubap1,100769433
Ccnd1,100689063
Ube2q1,100750390
Pggt1b,100759155
Dnaaf5,100771212
Becn1,100762045
Prdx2,100689349
LOC107977585|LOC113837470,107977585
Xrcc2,100750706
Slc25a27,100758598
Tert,100774541
Tm2d3,100771956
Sap18,100760388
Arl14ep,100765495
Osm,100758591
Rpl36al,100753090
LOC100753355,100753355
Pomp,100756796
Prr5l,100753398
Stt3a,100751391
Orc2,100689333
Galk1,100757135
Pnn,100758240
Alad,100752314
Tns1,100758067
Tnrc6a,100758607
Mrps9,100761439
Aqr,100766095
Ankrd11,100764009
Gtf3c1,100763706
Slc66a2,100761560
Tcea2,100768573
Adnp2,100760580
Ric1,100760041
Mlst8,100757018
Pom121c,100762026
LOC100755143,100755143
Edc4,100752917
Clasrp,103164071
Iba57,100763588
Metap2,100755552
Moap1,100766130
Dock6,100769954
Actr1a,100750704
Sdhc,100689402
Eif3a,100752118
Mrps31,100773319
Gtf3c6,100770634
Sec23ip,100753157
Rdh5,100772460
Hnrnpc,100751290
Rfc1,100689407
Pik3r4,100769548
Mea1,100770359
Slc20a1,100689025
Tmem164,100759923
Tmem39b,100760474
Uspl1,100754469
Prdm10,100756394
Tsr1,100767392
Vps35l,100774713
Afg3l2,100763687
LOC100771222,100771222
Agap1__2,
Rpl28,100774114
Ppp1ca,100760810
Tprkb,100767700
Slc10a1,100756998
Mrpl46,100770403
Fus,100756868
Luc7l3,100767266
Faf2,100767643
Lamtor4,100750902
Poc1a__2,
Rbbp4,100757871
Polr1d,100757843
Ipo13,100754981
Cep192,100756846
Ubqln2,100765357
Znf830,100764718
Itgb4,100756849
Ndufaf7,100756458
Rbm10,100752703
Prkrip1,100766978
Slbp,100765822
Fbxo42,100751392
Coq4,100766160
Actr3,100759010
Actb,100689477
U2surp,100767131
Pglyrp2,100754520
Glmn,100762721
Tnpo1,100760105
Pdcl3,100755176
Chaf1a,100756533
Tbc1d19,100765477
Stt3b,100752084
Med31,100759823
Txnrd1,100771594
Lamtor1|Folr1,100750343
Cpsf2,100753441
Sfswap,100755786
Cfap298,100756882
Abcb7,100766714
Rfk,100767410
Trappc2l,100753676
Alg9,100755062
Rplp2,100753445
Anapc15|Folr1,100774442
Osbpl2,100754515
Cnot8,100770253
Gabpb1,100753587
Taf5l,100768389
Mtx2,100757389
Lsm12,100761943
Rpn2,103158732
Tubgcp4,100768027
Btbd7,100765835
Ddx42,100771386
Rpl15,100767738
Nup153,100761805
Aurkaip1,100770569
Aptx,100774231
Snf8,100753514
Mtf1,100752132
Ecsit,100753611
Gnpnat1,100761974
Csnk2a2,100763424
Hdlbp,100772142
Wdr25,100768146
Ets2,100774407
Gtf2b,100754725
Ddx31,100773757
Nifk,100756413
Hdac1,100752721
Ctdsp2,100765556
Psma5,100774039
Pdcd10,100759439
Tbc1d25,100765348
Rrp15,100750619
Usp32,100763480
Ttc37,100759126
Mrps10,100767194
Cdk12,100758448
Pcmtd2,100765664
Glyctk,100766079
Gatb,100751606
Ybx1,100769813
Ndufb5,100757916
LOC113838339,113838339
Tbca,100760678
Cir1,100771162
Hic1,100767977
Znf524,113837245
Zcchc9,100752466
Nop2,100753876
Pabpc1,100757538
Ubr4,100764402
LOC100770893,100770893
Pkmyt1,100771831
Poll,100751096
Arl1,100751351
LOC118237659,118237659
Mgat1,100682529
Rbm33,100773692
Srek1,100774662
Mogs,100689098
Ppme1,100753403
Brap,100763856
Znf329,103158601
Sgk1,100771433
Tbcd,100753552
Cep55,100752217
Txn2,100771270
Emc2,100769760
Eef1e1,100689310
LOC100752010,100752010
Map3k15,100751831
Stx4,100754836
Prkca,100766006
Suv39h1,100764568
Ep300,100762260
Pla2g15,100760699
P3h4,100772453
Rpl38,100761990
Cenpc,100761015
LOC100772499,100772499
Hnrnpr,100767855
Capzb,100755876
Scyl1,100770964
Tinf2,100770148
Denr,100765761
LOC100752553,100752553
Fam122a,100762589
LOC100768321,100768321
Akirin2,100769005
Smarcc1,100768250
Ngly1,100770329
Rev3l,100774890
Nbn,100750782
Znf598,100768049
Osbpl9,100751414
Creb3l3,100774488
Phf12,100767411
Cep85,100768859
Znf281,100767251
Znf407,100760917
Rbpms,100758259
Nudt21,100755858
Trappc3,100758455
Med15,100754109
Fam219b,100766049
B4galnt4,100758404
Vma21,100772090
Tfam,100773498
Tbc1d8,100756640
Kat8,100756283
Cdv3,100767533
Ccdc47,100751560
Cnot3,100765854
Washc5,103158844
Cd68,100762586
Akap1,100760847
Rad23b,100763817
Znhit1,100768706
Cchcr1,100754418
Prdm16,100762301
Mindy2,100757261
Nfatc2ip,100764196
Cct6a,100754913
Plp1,100766346
LOC107979446|LOC100757491,107979446
Exosc9,100759081
Ubp1,100766280
Arl2,100760039
Sf3a1,100754437
Slc30a1,100751596
Dph1,100765648
Wdr70,100772849
Nop53,100763895
Lrrc56,100774031
Sprtn,100764217
Perm1,100773289
Tmem147,100751744
Rnf216,100758416
Rnaseh2b,100751948
